,Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Total_Sales,Average_Sales_Game,Sales_Per_Platform,Average_Sales_Per_Year,SK_Game
10354,10356,Jupiter Strike,PS,1994,Shooter,Acclaim Entertainment,0.06,0.04,0.0,0.01,0.11,0.11,1.0,0.0035483870967741938,0.0028205128205128207,10354
10355,10357,Sudokuro,DS,2007,Puzzle,Crave Entertainment,0.1,0.0,0.0,0.01,0.11,0.11,1.0,0.0035483870967741938,0.0028205128205128207,10355
10356,10358,BlazBlue: Continuum Shift II,3DS,2011,Fighting,PQube,0.05,0.01,0.04,0.01,0.11,0.11,1.0,0.0035483870967741938,0.0028205128205128207,10356
10357,10359,Saigo no Yakusoku no Monogatari,PSP,2011,Role-Playing,Unknown,0.0,0.0,0.11,0.0,0.11,0.11,1.0,0.0035483870967741938,0.0028205128205128207,10357
10358,10360,The Book of Unwritten Tales,PC,2009,Adventure,HMH Interactive,0.0,0.08,0.0,0.02,0.11,0.1,0.9090909090909092,0.0032258064516129032,0.0028205128205128207,10358
10359,10361,Metal Gear Solid Integral,PS,1999,Adventure,Konami Digital Entertainment,0.0,0.0,0.1,0.01,0.11,0.11,1.0,0.0035483870967741938,0.0028205128205128207,10359
10360,10362,Naruto Shippuden 3D: The New Era,3DS,2011,Action,505 Games,0.0,0.04,0.06,0.01,0.11,0.11,1.0,0.0035483870967741938,0.0028205128205128207,10360
10361,10363,FIFA World Cup Germany 2006,PSP,2006,Sports,Electronic Arts,0.1,0.0,0.0,0.01,0.11,0.11,1.0,0.0035483870967741938,0.0028205128205128207,10361
10363,10365,Lego Star Wars: The Force Awakens,X360,2016,Action,Warner Bros. Interactive Entertainment,0.04,0.06,0.0,0.01,0.11,0.11,1.0,0.0035483870967741938,0.0028205128205128207,10363
10364,10366,Reign of Fire,GC,2002,Shooter,BAM! Entertainment,0.08,0.02,0.0,0.0,0.11,0.1,0.9090909090909092,0.0032258064516129032,0.0028205128205128207,10364
10365,10367,Rock Band Track Pack: Classic Rock,PS3,2009,Misc,MTV Games,0.1,0.0,0.0,0.01,0.11,0.11,1.0,0.0035483870967741938,0.0028205128205128207,10365
10366,10368,Rock Revolution,DS,2008,Misc,Konami Digital Entertainment,0.1,0.0,0.0,0.01,0.11,0.11,1.0,0.0035483870967741938,0.0028205128205128207,10366
10367,10369,Big League Sports: Summer,DS,2009,Sports,Activision,0.1,0.0,0.0,0.01,0.11,0.11,1.0,0.0035483870967741938,0.0028205128205128207,10367
10368,10370,Tom Clancy's HAWX 2,Wii,2010,Action,Ubisoft,0.07,0.03,0.0,0.01,0.11,0.11,1.0,0.0035483870967741938,0.0028205128205128207,10368
10369,10371,Sakura Wars,DC,2000,Adventure,Sega,0.0,0.0,0.11,0.0,0.11,0.11,1.0,0.0035483870967741938,0.0028205128205128207,10369
10370,10372,Jampack Volume 14 (RP-T),PS2,2006,Misc,Sony Computer Entertainment,0.05,0.04,0.0,0.01,0.11,0.09999999999999999,0.9090909090909091,0.003225806451612903,0.0028205128205128207,10370
10371,10373,Pro Yakyuu Team o Tsukurou! 2,DS,2009,Sports,Sega,0.0,0.0,0.11,0.0,0.11,0.11,1.0,0.0035483870967741938,0.0028205128205128207,10371
10372,10374,Mace Griffin: Bounty Hunter,XB,2003,Shooter,Electronic Arts,0.08,0.02,0.0,0.0,0.11,0.1,0.9090909090909092,0.0032258064516129032,0.0028205128205128207,10372
10373,10375,Martian Gothic: Unification,PS,2001,Adventure,Take-Two Interactive,0.06,0.04,0.0,0.01,0.11,0.11,1.0,0.0035483870967741938,0.0028205128205128207,10373
10374,10376,Woody Woodpecker Racing,PS,1999,Racing,Konami Digital Entertainment,0.06,0.04,0.0,0.01,0.11,0.11,1.0,0.0035483870967741938,0.0028205128205128207,10374
10375,10377,Final Fantasy XII International Zodiac Job System,PS2,2007,Role-Playing,Square Enix,0.0,0.0,0.11,0.0,0.11,0.11,1.0,0.0035483870967741938,0.0028205128205128207,10375
10376,10378,Barbie in The 12 Dancing Princesses,DS,2007,Adventure,Activision,0.09,0.01,0.0,0.01,0.11,0.10999999999999999,0.9999999999999999,0.0035483870967741933,0.0028205128205128207,10376
10377,10379,Fight Club,XB,2004,Fighting,Vivendi Games,0.08,0.02,0.0,0.0,0.11,0.1,0.9090909090909092,0.0032258064516129032,0.0028205128205128207,10377
10378,10380,Carnage Heart,PS,1995,Strategy,Sony Computer Entertainment,0.01,0.01,0.09,0.01,0.11,0.12,1.0909090909090908,0.003870967741935484,0.0028205128205128207,10378
10379,10381,"Grand Theft Auto: Mission Pack #1, London 1969",PS,1998,Adventure,Take-Two Interactive,0.06,0.04,0.0,0.01,0.11,0.11,1.0,0.0035483870967741938,0.0028205128205128207,10379
10380,10382,Kamen Rider: Climax Heroes,PS2,2009,Fighting,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11,0.11,1.0,0.0035483870967741938,0.0028205128205128207,10380
10381,10383,Robotics;Notes,PS3,2012,Adventure,5pb,0.0,0.0,0.11,0.0,0.11,0.11,1.0,0.0035483870967741938,0.0028205128205128207,10381
10383,10385,Total Immersion Racing,PS2,2002,Racing,Empire Interactive,0.05,0.04,0.0,0.01,0.11,0.09999999999999999,0.9090909090909091,0.003225806451612903,0.0028205128205128207,10383
10384,10386,Virtual Hydlide,SAT,1995,Role-Playing,Sega,0.0,0.0,0.11,0.0,0.11,0.11,1.0,0.0035483870967741938,0.0028205128205128207,10384
10385,10387,World Series of Poker: Tournament of Champions 2007 Edition,PSP,2006,Misc,Activision,0.1,0.0,0.0,0.01,0.11,0.11,1.0,0.0035483870967741938,0.0028205128205128207,10385
10386,10388,Tales of the World: Reve Unitia,3DS,2014,Role-Playing,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11,0.11,1.0,0.0035483870967741938,0.0028205128205128207,10386
10387,10389,Karaoke Revolution,PS3,2009,Misc,Konami Digital Entertainment,0.07,0.03,0.0,0.01,0.11,0.11,1.0,0.0035483870967741938,0.0028205128205128207,10387
10388,10390,Warriors Orochi 3,PSP,2012,Action,Ubisoft Annecy,0.0,0.0,0.11,0.0,0.11,0.11,1.0,0.0035483870967741938,0.0028205128205128207,10388
10389,10391,The Bachelor: The Videogame,Wii,2010,Misc,Warner Bros. Interactive Entertainment,0.1,0.0,0.0,0.01,0.11,0.11,1.0,0.0035483870967741938,0.0028205128205128207,10389
10390,10392,Space Invaders,GBA,2002,Shooter,Activision,0.08,0.03,0.0,0.0,0.11,0.11,1.0,0.0035483870967741938,0.0028205128205128207,10390
10391,10393,BlazBlue: Chrono Phantasma,PSV,2014,Fighting,Arc System Works,0.06,0.0,0.03,0.02,0.11,0.11,1.0,0.0035483870967741938,0.0028205128205128207,10391
10392,10394,Digimon Digital Card Battle,PS,1999,Strategy,Namco Bandai Games,0.06,0.04,0.0,0.01,0.11,0.11,1.0,0.0035483870967741938,0.0028205128205128207,10392
10393,10395,Toukiden 2,PSV,2016,Action,Tecmo Koei,0.0,0.0,0.11,0.0,0.11,0.11,1.0,0.0035483870967741938,0.0028205128205128207,10393
10394,10396,Earth Defense Force 2: Invaders from Planet Space,PSV,2014,Action,Xseed Games,0.04,0.01,0.04,0.02,0.11,0.11,1.0,0.0035483870967741938,0.0028205128205128207,10394
10395,10397,Kuroko's Basketball: Miracle Game,PSP,2012,Sports,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11,0.11,1.0,0.0035483870967741938,0.0028205128205128207,10395
10396,10398,Dreamer Series: Top Model,DS,2009,Simulation,DreamCatcher Interactive,0.1,0.0,0.0,0.01,0.11,0.11,1.0,0.0035483870967741938,0.0028205128205128207,10396
10397,10399,Jikkyou Powerful Pro Yakyuu 13 Ketteiban,PS2,2006,Sports,Konami Digital Entertainment,0.0,0.0,0.11,0.0,0.11,0.11,1.0,0.0035483870967741938,0.0028205128205128207,10397
10398,10400,Shovel Knight,WiiU,2015,Platform,Yacht Club Games,0.06,0.04,0.0,0.01,0.11,0.11,1.0,0.0035483870967741938,0.0028205128205128207,10398
10399,10401,Yuusha no Kuse ni Namaikida Or 3D,PSP,2010,Strategy,Sony Computer Entertainment,0.0,0.0,0.11,0.0,0.11,0.11,1.0,0.0035483870967741938,0.0028205128205128207,10399
10400,10402,The First Templar,X360,2011,Action,Kalypso Media,0.06,0.04,0.0,0.01,0.11,0.11,1.0,0.0035483870967741938,0.0028205128205128207,10400
10401,10403,X-Men: The Official Game,DS,2006,Action,Activision,0.1,0.0,0.0,0.01,0.11,0.11,1.0,0.0035483870967741938,0.0028205128205128207,10401
10402,10404,Dead to Rights II,XB,2005,Shooter,Electronic Arts,0.08,0.02,0.0,0.0,0.11,0.1,0.9090909090909092,0.0032258064516129032,0.0028205128205128207,10402
10403,10405,Petz Fashion: Dogz & Catz,DS,2009,Simulation,Ubisoft,0.1,0.0,0.0,0.01,0.11,0.11,1.0,0.0035483870967741938,0.0028205128205128207,10403
10404,10406,Project: Horned Owl,PS,1995,Shooter,Sony Computer Entertainment,0.03,0.02,0.05,0.01,0.11,0.11,1.0,0.0035483870967741938,0.0028205128205128207,10404
10405,10407,Mobile Suit Gundam Age: Universe Accel / Cosmic Drive,PSP,2012,Action,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11,0.11,1.0,0.0035483870967741938,0.0028205128205128207,10405
10406,10408,Child of Light,PSV,2014,Role-Playing,Ubisoft,0.0,0.07,0.02,0.02,0.11,0.11000000000000001,1.0000000000000002,0.003548387096774194,0.0028205128205128207,10406
10407,10409,SingStar Guitar,PS3,2010,Misc,Sony Computer Entertainment,0.0,0.08,0.0,0.02,0.11,0.1,0.9090909090909092,0.0032258064516129032,0.0028205128205128207,10407
10408,10410,Dragon Ball Z Super Gokuden: Kakusei-Hen,SNES,1995,Role-Playing,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11,0.11,1.0,0.0035483870967741938,0.0028205128205128207,10408
10409,10411,Help Wanted: 50 Wacky Jobs,Wii,2008,Simulation,Hudson Soft,0.06,0.04,0.0,0.01,0.11,0.11,1.0,0.0035483870967741938,0.0028205128205128207,10409
10410,10412,Busou Shinki: Battle Masters Mk. 2,PSP,2011,Action,Konami Digital Entertainment,0.0,0.0,0.11,0.0,0.11,0.11,1.0,0.0035483870967741938,0.0028205128205128207,10410
10411,10413,Cabela's Dangerous Hunts 2,XB,2005,Sports,Activision,0.08,0.02,0.0,0.0,0.11,0.1,0.9090909090909092,0.0032258064516129032,0.0028205128205128207,10411
10412,10414,Fairy Tail: Portable Guild,PSP,2010,Fighting,Konami Digital Entertainment,0.0,0.0,0.11,0.0,0.11,0.11,1.0,0.0035483870967741938,0.0028205128205128207,10412
10413,10415,Champion Jockey: G1 Jockey & Gallop Racer,Wii,2011,Sports,Tecmo Koei,0.05,0.04,0.01,0.01,0.11,0.10999999999999999,0.9999999999999999,0.0035483870967741933,0.0028205128205128207,10413
10414,10416,SimCity 2000,GBA,2003,Simulation,Zoo Digital Publishing,0.08,0.03,0.0,0.0,0.11,0.11,1.0,0.0035483870967741938,0.0028205128205128207,10414
10415,10417,Brunswick Circuit Pro Bowling 2,PS,2000,Sports,THQ,0.06,0.04,0.0,0.01,0.11,0.11,1.0,0.0035483870967741938,0.0028205128205128207,10415
10416,10418,D,PS,1995,Adventure,Acclaim Entertainment,0.0,0.0,0.1,0.01,0.11,0.11,1.0,0.0035483870967741938,0.0028205128205128207,10416
10417,10419,Winning Eleven: Pro Evolution Soccer 2007,X360,2006,Sports,Konami Digital Entertainment,0.09,0.0,0.0,0.01,0.1,0.09999999999999999,0.9999999999999999,0.003225806451612903,0.002564102564102564,10417
10418,10420,Ennichi no Tatsujin,Wii,2006,Misc,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1,0.1,1.0,0.0032258064516129032,0.002564102564102564,10418
10419,10421,Squinkies 2: Adventure Mall Surprize!,DS,2011,Platform,Activision,0.1,0.0,0.0,0.01,0.1,0.11,1.0999999999999999,0.0035483870967741938,0.002564102564102564,10419
10420,10422,Wizardry VI: Bane of the Cosmic Forge,SNES,1995,Role-Playing,ASCII Entertainment,0.0,0.0,0.1,0.0,0.1,0.1,1.0,0.0032258064516129032,0.002564102564102564,10420
10421,10423,Power Pocket Koushien,DS,2005,Sports,Konami Digital Entertainment,0.0,0.0,0.1,0.0,0.1,0.1,1.0,0.0032258064516129032,0.002564102564102564,10421
10422,10424,Gravity Games Bike: Street Vert Dirt,PS2,2002,Sports,Midway Games,0.05,0.04,0.0,0.01,0.1,0.09999999999999999,0.9999999999999999,0.003225806451612903,0.002564102564102564,10422
10423,10425,Contact,DS,2006,Role-Playing,Rising Star Games,0.07,0.0,0.03,0.01,0.1,0.11,1.0999999999999999,0.0035483870967741938,0.002564102564102564,10423
10424,10426,Pro Yaky? Spirits 2010,PS2,2010,Sports,Konami Digital Entertainment,0.0,0.0,0.1,0.0,0.1,0.1,1.0,0.0032258064516129032,0.002564102564102564,10424
10425,10427,Princess Debut,DS,2008,Misc,Cave,0.1,0.0,0.0,0.01,0.1,0.11,1.0999999999999999,0.0035483870967741938,0.002564102564102564,10425
10426,10428,My First Dollhouse,DS,2010,Misc,505 Games,0.1,0.0,0.0,0.01,0.1,0.11,1.0999999999999999,0.0035483870967741938,0.002564102564102564,10426
10427,10429,Cloudy With a Chance of Meatballs,PS3,2009,Platform,Ubisoft,0.09,0.01,0.0,0.01,0.1,0.10999999999999999,1.0999999999999999,0.0035483870967741933,0.002564102564102564,10427
10428,10430,Family Party: 30 Great Games,Wii,2008,Misc,D3Publisher,0.09,0.01,0.0,0.01,0.1,0.10999999999999999,1.0999999999999999,0.0035483870967741933,0.002564102564102564,10428
10429,10431,Top Spin,PS2,2005,Sports,Take-Two Interactive,0.05,0.04,0.0,0.01,0.1,0.09999999999999999,0.9999999999999999,0.003225806451612903,0.002564102564102564,10429
10430,10432,Derby Stallion P,PSP,2006,Sports,Enterbrain,0.0,0.0,0.1,0.0,0.1,0.1,1.0,0.0032258064516129032,0.002564102564102564,10430
10431,10433,Kenka Bancho Bros: Tokyo Battle Royale,PSP,2012,Action,Spike,0.0,0.0,0.1,0.0,0.1,0.1,1.0,0.0032258064516129032,0.002564102564102564,10431
10432,10434,UFC: Tapout 2,XB,2003,Fighting,Capcom,0.08,0.02,0.0,0.0,0.1,0.1,1.0,0.0032258064516129032,0.002564102564102564,10432
10433,10435,Adventure Time: Finn & Jake Investigations,PS3,2015,Action,Little Orbit,0.02,0.07,0.0,0.02,0.1,0.11000000000000001,1.1,0.003548387096774194,0.002564102564102564,10433
10434,10436,Kamen Rider: Battride War II,PS3,2014,Action,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1,0.1,1.0,0.0032258064516129032,0.002564102564102564,10434
10435,10437,Kirarin * Revolution: Tsukutte Misechao! Kime * Kira Stage,DS,2007,Simulation,Konami Digital Entertainment,0.0,0.0,0.1,0.0,0.1,0.1,1.0,0.0032258064516129032,0.002564102564102564,10435
10436,10438,Thrillville: Off the Rails,PSP,2007,Strategy,LucasArts,0.09,0.0,0.0,0.01,0.1,0.09999999999999999,0.9999999999999999,0.003225806451612903,0.002564102564102564,10436
10437,10439,Imagine: Soccer Captain,DS,2009,Sports,Ubisoft,0.1,0.0,0.0,0.01,0.1,0.11,1.0999999999999999,0.0035483870967741938,0.002564102564102564,10437
10438,10440,Jikkyou Powerful Pro Yakyuu 10,GC,2003,Sports,Konami Digital Entertainment,0.0,0.0,0.1,0.0,0.1,0.1,1.0,0.0032258064516129032,0.002564102564102564,10438
10439,10441,Vexx,XB,2003,Platform,Acclaim Entertainment,0.08,0.02,0.0,0.0,0.1,0.1,1.0,0.0032258064516129032,0.002564102564102564,10439
10440,10442,F1 Career Challenge,PS2,2003,Racing,Electronic Arts,0.05,0.04,0.0,0.01,0.1,0.09999999999999999,0.9999999999999999,0.003225806451612903,0.002564102564102564,10440
10441,10443,Taiko no Tatsujin: V Version,PSV,2015,Action,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1,0.1,1.0,0.0032258064516129032,0.002564102564102564,10441
10442,10444,Pariah,XB,2005,Action,Hip Interactive,0.08,0.02,0.0,0.0,0.1,0.1,1.0,0.0032258064516129032,0.002564102564102564,10442
10443,10445,Cabela's Outdoor Adventures,XB,2005,Sports,Zoo Digital Publishing,0.08,0.02,0.0,0.0,0.1,0.1,1.0,0.0032258064516129032,0.002564102564102564,10443
10444,10446,Agatha Christie: The ABC Murders,DS,2009,Adventure,JoWood Productions,0.08,0.01,0.0,0.01,0.1,0.09999999999999999,0.9999999999999999,0.003225806451612903,0.002564102564102564,10444
10445,10447,Metal Slug 3,XB,2004,Shooter,Ignition Entertainment,0.08,0.02,0.0,0.0,0.1,0.1,1.0,0.0032258064516129032,0.002564102564102564,10445
10446,10448,The Smurfs 2,Wii,2013,Platform,Ubisoft,0.0,0.09,0.0,0.01,0.1,0.09999999999999999,0.9999999999999999,0.003225806451612903,0.002564102564102564,10446
10447,10449,Motocross Mania 3,PS2,2004,Racing,Take-Two Interactive,0.05,0.04,0.0,0.01,0.1,0.09999999999999999,0.9999999999999999,0.003225806451612903,0.002564102564102564,10447
10448,10450,Fatal Frame 2: Wii Edition,Wii,2012,Action,Nintendo,0.0,0.0,0.1,0.0,0.1,0.1,1.0,0.0032258064516129032,0.002564102564102564,10448
10449,10451,Dancing on Ice,Wii,2010,Sports,Ghostlight,0.0,0.09,0.0,0.01,0.1,0.09999999999999999,0.9999999999999999,0.003225806451612903,0.002564102564102564,10449
10450,10452,Pro Yakyuu Famista DS 2009,DS,2009,Sports,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1,0.1,1.0,0.0032258064516129032,0.002564102564102564,10450
10451,10453,Banjo-Pilot,GBA,2005,Racing,THQ,0.07,0.03,0.0,0.0,0.1,0.1,1.0,0.0032258064516129032,0.002564102564102564,10451
10452,10454,Family Feud: 2012 Edition,X360,2011,Misc,Ubisoft,0.1,0.0,0.0,0.01,0.1,0.11,1.0999999999999999,0.0035483870967741938,0.002564102564102564,10452
10453,10455,Gallop Racer 2006,PS2,2005,Sports,Tecmo Koei,0.02,0.02,0.06,0.01,0.1,0.11,1.0999999999999999,0.0035483870967741938,0.002564102564102564,10453
10454,10456,Army Corps of Hell,PSV,2011,Action,Square Enix,0.05,0.04,0.0,0.02,0.1,0.11,1.0999999999999999,0.0035483870967741938,0.002564102564102564,10454
10455,10457,Frogger: Ancient Shadow,PS2,2005,Platform,Konami Digital Entertainment,0.05,0.04,0.0,0.01,0.1,0.09999999999999999,0.9999999999999999,0.003225806451612903,0.002564102564102564,10455
10456,10458,Digimon Story: Lost Evolution,DS,2010,Role-Playing,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1,0.1,1.0,0.0032258064516129032,0.002564102564102564,10456
10457,10459,Exit DS,DS,2008,Puzzle,Square Enix,0.09,0.0,0.01,0.01,0.1,0.10999999999999999,1.0999999999999999,0.0035483870967741933,0.002564102564102564,10457
10458,10460,Ski-Doo Snowmobile Challenge,PS3,2009,Racing,PQube,0.1,0.0,0.0,0.01,0.1,0.11,1.0999999999999999,0.0035483870967741938,0.002564102564102564,10458
10459,10461,Universe at War: Earth Assault,X360,2008,Action,Sega,0.09,0.01,0.0,0.01,0.1,0.10999999999999999,1.0999999999999999,0.0035483870967741933,0.002564102564102564,10459
10460,10462,Despicable Me: The Game,PS2,2010,Platform,D3Publisher,0.05,0.04,0.0,0.01,0.1,0.09999999999999999,0.9999999999999999,0.003225806451612903,0.002564102564102564,10460
10461,10463,Metal Arms: Glitch in the System,GC,2003,Shooter,Vivendi Games,0.08,0.02,0.0,0.0,0.1,0.1,1.0,0.0032258064516129032,0.002564102564102564,10461
10462,10464,The Whispered World,PC,2009,Adventure,Deep Silver,0.0,0.08,0.0,0.02,0.1,0.1,1.0,0.0032258064516129032,0.002564102564102564,10462
10463,10465,Tom Clancy's Splinter Cell: Chaos Theory,GC,2005,Action,Ubisoft,0.08,0.02,0.0,0.0,0.1,0.1,1.0,0.0032258064516129032,0.002564102564102564,10463
10464,10466,Learn Chess,DS,2009,Misc,DreamCatcher Interactive,0.1,0.0,0.0,0.01,0.1,0.11,1.0999999999999999,0.0035483870967741938,0.002564102564102564,10464
10466,10468,Escape From Monkey Island,PS2,2001,Adventure,LucasArts,0.05,0.04,0.0,0.01,0.1,0.09999999999999999,0.9999999999999999,0.003225806451612903,0.002564102564102564,10466
10467,10469,Leisure Suit Larry: Box Office Bust,PS3,2009,Adventure,Codemasters,0.06,0.03,0.0,0.01,0.1,0.09999999999999999,0.9999999999999999,0.003225806451612903,0.002564102564102564,10467
10468,10470,The Wolf Among Us,PS3,2014,Adventure,Telltale Games,0.05,0.03,0.0,0.02,0.1,0.1,1.0,0.0032258064516129032,0.002564102564102564,10468
10469,10471,Mickey's Speedway USA (weekly JP sales),N64,2000,Racing,Nintendo,0.0,0.0,0.1,0.0,0.1,0.1,1.0,0.0032258064516129032,0.002564102564102564,10469
10470,10472,Who Wants to Be a Millionaire: 3rd Edition,Wii,2010,Misc,Ubisoft,0.1,0.0,0.0,0.01,0.1,0.11,1.0999999999999999,0.0035483870967741938,0.002564102564102564,10470
10471,10473,Boku no Natsuyasumi Portable: Mushi Mushi Hakase to Teppen-yama no Himitsu!!,PSP,2006,Adventure,Sony Computer Entertainment,0.0,0.0,0.1,0.0,0.1,0.1,1.0,0.0032258064516129032,0.002564102564102564,10471
10472,10474,Miami Law,DS,2009,Adventure,Konami Digital Entertainment,0.1,0.0,0.0,0.01,0.1,0.11,1.0999999999999999,0.0035483870967741938,0.002564102564102564,10472
10473,10475,Macross 30: Ginga o Tsunagu Utagoe,PS3,2013,Shooter,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1,0.1,1.0,0.0032258064516129032,0.002564102564102564,10473
10474,10476,Kidou Senshi Gundam UC,PS3,2012,Action,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1,0.1,1.0,0.0032258064516129032,0.002564102564102564,10474
10475,10477,Yu-Gi-Oh! 5D's Wheelie Breakers,Wii,2009,Racing,Konami Digital Entertainment,0.09,0.01,0.0,0.01,0.1,0.10999999999999999,1.0999999999999999,0.0035483870967741933,0.002564102564102564,10475
10476,10478,Nicktoons: MLB,DS,2011,Sports,Take-Two Interactive,0.1,0.0,0.0,0.01,0.1,0.11,1.0999999999999999,0.0035483870967741938,0.002564102564102564,10476
10477,10479,Gretzky NHL,PSP,2005,Sports,Sony Computer Entertainment,0.1,0.0,0.0,0.01,0.1,0.11,1.0999999999999999,0.0035483870967741938,0.002564102564102564,10477
10478,10480,Corvette Evolution GT,DS,2008,Racing,Black Bean Games,0.1,0.0,0.0,0.01,0.1,0.11,1.0999999999999999,0.0035483870967741938,0.002564102564102564,10478
10479,10481,May's Mystery: Forbidden Memories,DS,2011,Puzzle,Mastertronic,0.05,0.04,0.0,0.01,0.1,0.09999999999999999,0.9999999999999999,0.003225806451612903,0.002564102564102564,10479
10480,10482,PictoImage,DS,2007,Puzzle,Sega,0.1,0.0,0.0,0.01,0.1,0.11,1.0999999999999999,0.0035483870967741938,0.002564102564102564,10480
10481,10483,Etrian Odyssey II: Heroes of Lagaard,3DS,2014,Role-Playing,Atlus,0.0,0.0,0.1,0.0,0.1,0.1,1.0,0.0032258064516129032,0.002564102564102564,10481
10482,10484,Ridge Racer 2,PSP,2006,Racing,Sony Computer Entertainment,0.0,0.03,0.07,0.01,0.1,0.11,1.0999999999999999,0.0035483870967741938,0.002564102564102564,10482
10483,10485,Momotarou Dentetsu 16,Wii,2007,Misc,Hudson Soft,0.0,0.0,0.1,0.0,0.1,0.1,1.0,0.0032258064516129032,0.002564102564102564,10483
10484,10486,Igor: The Game,Wii,2008,Adventure,CDV Software Entertainment,0.09,0.0,0.0,0.01,0.1,0.09999999999999999,0.9999999999999999,0.003225806451612903,0.002564102564102564,10484
10485,10487,Dropship: United Peace Force,PS2,2002,Simulation,Sony Computer Entertainment,0.05,0.04,0.0,0.01,0.1,0.09999999999999999,0.9999999999999999,0.003225806451612903,0.002564102564102564,10485
10486,10488,Road Rash: Jailbreak,GBA,2003,Racing,Zoo Digital Publishing,0.07,0.03,0.0,0.0,0.1,0.1,1.0,0.0032258064516129032,0.002564102564102564,10486
10487,10489,Rome: Total War,PC,2004,Strategy,Activision,0.0,0.08,0.0,0.02,0.1,0.1,1.0,0.0032258064516129032,0.002564102564102564,10487
10488,10490,Green Lantern: Rise of the Manhunters,Wii,2011,Action,Warner Bros. Interactive Entertainment,0.06,0.04,0.0,0.01,0.1,0.11,1.0999999999999999,0.0035483870967741938,0.002564102564102564,10488
10489,10491,Castlevania: Lords of Shadow 2,X360,2014,Action,Konami Digital Entertainment,0.02,0.07,0.0,0.01,0.1,0.1,1.0,0.0032258064516129032,0.002564102564102564,10489
10490,10492,Lucha Libre AAA: Heroes del Ring,PS3,2010,Fighting,Konami Digital Entertainment,0.1,0.0,0.0,0.01,0.1,0.11,1.0999999999999999,0.0035483870967741938,0.002564102564102564,10490
10491,10493,Syberia,XB,2003,Action,Microids,0.08,0.02,0.0,0.0,0.1,0.1,1.0,0.0032258064516129032,0.002564102564102564,10491
10492,10494,G1 Jockey 3,PS2,2002,Sports,THQ,0.02,0.01,0.07,0.0,0.1,0.1,1.0,0.0032258064516129032,0.002564102564102564,10492
10493,10495,Shrek: Forever After,X360,2010,Platform,Activision,0.09,0.0,0.0,0.01,0.1,0.09999999999999999,0.9999999999999999,0.003225806451612903,0.002564102564102564,10493
10495,10497,Revolution X,PS,1995,Shooter,Acclaim Entertainment,0.06,0.04,0.0,0.01,0.1,0.11,1.0999999999999999,0.0035483870967741938,0.002564102564102564,10495
10496,10498,Myst,DS,2007,Adventure,Midway Games,0.09,0.0,0.0,0.01,0.1,0.09999999999999999,0.9999999999999999,0.003225806451612903,0.002564102564102564,10496
10497,10499,Little Battlers eXperience W,3DS,2013,Role-Playing,Level 5,0.0,0.0,0.1,0.0,0.1,0.1,1.0,0.0032258064516129032,0.002564102564102564,10497
10498,10500,Riviera: The Promised Land,GBA,2004,Role-Playing,Sting,0.07,0.03,0.0,0.0,0.1,0.1,1.0,0.0032258064516129032,0.002564102564102564,10498
10499,10501,Risen 3: Titan Lords,PS3,2014,Role-Playing,Deep Silver,0.02,0.06,0.0,0.02,0.1,0.1,1.0,0.0032258064516129032,0.002564102564102564,10499
10500,10502,Top Gun: Combat Zones,GBA,2004,Simulation,Mastiff,0.07,0.03,0.0,0.0,0.1,0.1,1.0,0.0032258064516129032,0.002564102564102564,10500
10501,10503,Bujingai: The Forsaken City,PS2,2003,Fighting,505 Games,0.05,0.04,0.0,0.01,0.1,0.09999999999999999,0.9999999999999999,0.003225806451612903,0.002564102564102564,10501
10502,10504,Doko Demo Issho,PSP,2004,Misc,Sony Computer Entertainment,0.0,0.0,0.1,0.0,0.1,0.1,1.0,0.0032258064516129032,0.002564102564102564,10502
10503,10505,Alvin and the Chipmunks: The Squeakquel,Wii,2009,Misc,Majesco Entertainment,0.09,0.0,0.0,0.01,0.1,0.09999999999999999,0.9999999999999999,0.003225806451612903,0.002564102564102564,10503
10504,10506,The Story of Noah's Ark,DS,2010,Action,SouthPeak Games,0.1,0.0,0.0,0.01,0.1,0.11,1.0999999999999999,0.0035483870967741938,0.002564102564102564,10504
10505,10507,Brooktown High: Senior Year,PSP,2007,Simulation,Konami Digital Entertainment,0.09,0.0,0.0,0.01,0.1,0.09999999999999999,0.9999999999999999,0.003225806451612903,0.002564102564102564,10505
10506,10508,Astro Boy: The Video Game,DS,2009,Action,D3Publisher,0.09,0.0,0.0,0.01,0.1,0.09999999999999999,0.9999999999999999,0.003225806451612903,0.002564102564102564,10506
